LAYER_NUMBER,MEAN (E7),MEAN (E8),MEAN (E14),MEAN (E15),MEAN (13),MEAN (16)
1,3489.04,3391.55,3533.72,3483.47,3538.6,3712.31
2,3569.65,3757.2,1934.74,1890.33,1985.24,1950.24
3,1863.36,2136.26,2084.86,2060.3,2206.32,1922.88
4,2216.91,2300.59,2165.93,2163.95,2297.28,2056.5
5,2271.97,2319.31,2120.47,2135.25,2269.33,1961.95
6,2297.66,2299.9,2065.39,2123.45,2288.73,2009.19
7,2419.31,2442.06,2191.01,2237.92,2389.04,2096.17
8,2303.02,2336.21,2069.09,2131.33,2314.84,1979.01
9,2340.36,2375.91,2104.38,2169.85,2323.77,2014.76
10,2373.32,2412.1,2165.08,2255.02,2387.35,2073.86
11,2331.37,2369.79,2087.49,2171.96,2322.44,1960.91
12,2418.69,2453.93,2214.87,2303.01,2438.62,2135.34
13,2397.84,2414.88,2172.2,2243.1,2394.29,2020.8
14,2318.15,2345.28,2117.95,2194.28,2347.18,2026.77
15,2460.19,2452.97,2259.47,2316.36,2440.66,2136.87
16,2347.76,2395.3,2164.47,2233.41,2373.09,2037.02
17,2445.04,2453.39,2222.09,2303.72,2451.04,2100.34
18,2455.56,2476.97,2272.56,2327.79,2476.13,2142.56
19,2355.24,2396.89,2152.71,2199.25,2348.99,2000.08
20,2435.15,2445.34,2258.74,2317.75,2454.15,2151.82
21,2431.99,2424.49,2248.26,2291.17,2419.89,2076.8
22,2379.15,2401.51,2181.27,2249.69,2403.19,2067.18
23,2542.67,2538.56,2329.91,2365.7,2531.74,2207.72
24,2392.1,2412.81,2206.39,2254.43,2411.4,2048.86
25,2434.15,2428.81,2212.55,2260.51,2406,2072.2
26,2475.36,2483.72,2307.19,2352.51,2500.09,2138.41
27,2398.64,2407.85,2210.2,2247.69,2397.95,2033.85
28,2465.14,2501,2306.06,2342.38,2504.59,2164.81
29,2478.69,2466.72,2266.09,2303.59,2461.28,2082.93
30,2354.65,2376.4,2170.9,2237.13,2395.44,2025.5
31,2502.02,2491.62,2330.02,2362.57,2498.06,2150.38
32,2407.35,2416.93,2227.85,2289.55,2433.39,2049.92
33,2469.8,2482.01,2260.21,2322.37,2471.22,2123.58
34,2508.87,2518.99,2329.51,2379.63,2529.4,2165.84
35,2396.96,2413.22,2183.05,2238.71,2388.16,2015.66
36,2446.2,2457.09,2266.85,2332.79,2471.26,2128.48
37,2446.23,2457.9,2283.87,2334.25,2461.3,2078.51
38,2389.45,2395.47,2191.26,2275.41,2426.34,2049.58
39,2518.32,2531.46,2326.83,2391.51,2525.07,2204.73
40,2419.62,2414.66,2215.55,2291.94,2442.7,2050.78
41,2402.23,2397.45,2187.45,2248.92,2390.8,2000.15
42,2486.16,2490.05,2313,2366.4,2496.92,2135.07
43,2403.94,2407.73,2199.37,2258.53,2395.72,2023.68
44,2464.1,2483.45,2274.25,2338.68,2488.51,2153.89
45,2477.9,2483.09,2280.59,2346.81,2494.23,2109.98
46,2360.55,2374.91,2172.2,2238.27,2382.7,2007.72
47,2489.38,2477.07,2296.71,2355.78,2485.51,2132.15
48,2415.44,2428.42,2244.7,2302.76,2434.7,2049.54
49,2448.43,2455.64,2227.25,2318.98,2449.15,2089.63
50,2527.52,2522.66,2341.35,2413.17,2549.56,2176.22
51,2403.91,2412.34,2187.93,2274.61,2412.56,2023.68
52,2443.01,2441.52,2238.94,2318.77,2464.48,2113.7
53,2466.23,2464.77,2303.61,2371.07,2478.41,2099
54,2404.44,2411.31,2193.46,2283.38,2441.9,2046.86
55,2575.3,2546.03,2336.81,2401.66,2561.05,2210.69
56,2451.82,2461.47,2261.82,2339.36,2487.28,2081.31
57,2422.19,2416.95,2191.9,2272.43,2420.51,4050.92
58,2533.25,2520.72,2341.19,2416.1,2545.97,2160.12
59,2441.49,2442.2,2234.37,2315.62,2442.56,2028.57
60,2494.74,2502.2,2284.62,2376.68,2539.09,2142.15
61,2556.7,2557.11,2335.34,2420.58,2569.65,2170.64
62,2416.72,2425.87,2202.88,2296.4,2442.06,2049.63
63,2548.44,2526.13,2327.6,2408.1,2540.41,2168.74
64,2497.72,2492.44,2308.29,2400.88,2535.32,2115.6
65,2504.61,2509.16,2278.69,2363.75,2516.85,2109.77
66,2606.69,2577.02,2400.16,2474.58,2631.19,2246.3
67,2497.39,2485.56,2268.88,2350.64,2496.02,4112.86
68,2480.07,2488.05,2273.07,2365.63,2515.24,2118.22
69,2551.47,2541.44,2359.8,2445.68,2559.73,2155.22
70,2452.83,2475.98,2240.36,2339.99,2510.15,2073.89
71,2603.91,2613.05,2373.81,2472.25,2613.84,2226.49
72,2528.93,2544.71,2317.18,2409.55,2549.68,2129.16
73,2468.09,2464.49,2213.83,2312.77,2464.92,2023.64
74,2560.42,2579.09,2386.41,2468.38,2594.23,2202.15
75,2489.51,2505.89,2274.52,2359.54,2487.03,2067.38
76,2506.44,2511.89,2295.28,2400.77,2560.11,2156.9
77,2609.06,2599.38,2381.47,2471.25,2610,6592.48
78,2464.71,2460.34,2231.85,2328.3,2475.71,2043.14
79,2558.3,2517.14,2334.52,2415.33,2533.78,2147.65
80,2523.26,2517.42,2323.14,2425.62,2557.76,2135.87
81,2494.94,2504.45,2263.69,2350.58,2500.9,2095.77
82,2600.47,2594.52,2383.14,2482.75,2628.49,2243.03
83,2509.62,2508.7,2261.85,2364.58,2502.19,2096.78
84,2475.75,2465.32,2236.98,2345.99,2500.97,2112.96
85,2569.74,2561.37,2366.3,2458.38,2569.06,2182.35
86,2470.53,2467.39,2235.28,2351.33,2505.06,2085.63
87,2591.55,2591.48,2355.36,2440.17,2598.86,2237.76
88,2561.76,2544.23,2333.92,2436.53,2590.61,2175.39
89,2467.79,2458.84,2208.81,2314.47,2462.93,2051.46
90,2559.05,2544.55,2374.6,2464.44,2593.94,2203.34
91,2499.53,2493.26,2284.16,2381.57,2504.64,2092.96
92,2494.52,2487.2,2268.32,2391.32,2548.93,2133.24
93,2620.89,2590.71,2383.25,2477.37,2623.8,2251.09
94,2470.63,2474.26,2235.25,2340.96,2489.66,2076.49
95,2528.24,2513.11,2294.04,2400.19,2538.03,2124.36
96,2543.68,2531.32,2355.06,2449.4,2570.41,2154.82
97,2495.18,2487.17,2252.71,2356.41,2493.06,2110.63
98,2595.26,2579.36,2386.7,2478.81,2631.6,2250.8
99,2532.11,2521.55,2287.93,2389.98,2528.69,2088.71
100,2472.07,2468.97,2230.01,2344.81,2497.7,2089.58
101,2586.09,2570.32,2362.73,2466.87,2602.31,2204.73
102,2470.69,2476.22,2262.06,2357.1,2507.12,2088.54
103,2574.1,2561.09,2343.15,2453.11,2589.62,4349.39
104,2568.62,2578.27,2368.56,2459.59,2602.22,2160.09
105,2476.03,2456.19,2221.32,2322.18,2467.83,2044.81
106,2551.03,2545.31,2353.21,2331.69,2588.19,2175.98
107,2513.39,2504.97,2309.56,2347.83,2518.76,2118.98
108,2492.21,2494.04,2269.57,2337.03,2528.32,2129.95
109,2643.66,2607.56,2400.03,2464.74,2654.42,2248.35
110,2481.9,2489.44,2255.06,2318.43,2494.68,2090.26
111,2516.82,2502.85,2288.45,2376.26,2521.19,2138.8
112,2563.88,2563.28,2370.6,2440.7,2588.47,2180.39
113,2484.55,2493.38,2253.53,2342.38,2498.14,2076.86
114,2582.13,2581.73,2372.41,2459.14,2622.02,2252.21
115,2535.39,2544.06,2311.84,2414.69,2551.29,2134.68
116,2454.67,2456.18,2221.54,2320.73,2487.99,2050.42
117,2574.87,2570.12,2368.82,2464.73,2591.79,2200.36
118,2490.01,2501.5,2287.8,2361.52,2527.37,1992.7
119,2553.65,2541.61,2331.39,2416.36,2569.01,2031.93
120,2597.09,2589.23,2394.52,2470.88,2620.36,2137.6
121,2483.22,2486.98,2227.17,2332.27,2480.81,2002.2
122,2539.67,2525.32,2340.85,2410.24,2567.85,2168
123,2526.18,2518.96,2322.39,2419.59,2553.89,2114.1
124,2475.03,2474.75,2238.26,2362.83,2517.68,2090.78
125,2625.1,2622.59,2400.29,2490.91,2651.98,2201.78
126,2506.1,2499.57,2275.48,2372.01,2540.14,2006.72
127,2495.75,2494.74,2247.17,2374.14,2526.12,2077.49
128,2577.55,2579.13,2396.9,2485.48,2619.37,2163.73
129,2497.78,2497.03,2264.31,2364.85,2499,2084.16
130,2571.2,2566.68,2363.44,2481.79,2617.24,2238.12
131,2575.24,2572.51,2330.71,2435.57,2580.03,2166.82
132,2451.21,2454.52,2222.14,2344.92,2490.69,2063.61
133,2588.4,2571.53,2368.21,2477.11,2598.77,2204.63
134,2503.1,2505.09,2288.72,2389.79,2535.92,4175.27
135,2521.18,2532.8,2302.3,2402.9,2570.11,2130.57
136,2608.79,2606.17,2399.13,2493.05,2640.61,2239.05
137,2481.39,2506.73,2245.74,2338.99,2492.92,2071.11
138,2520.49,2534.31,2312.06,2415.23,2560.62,2146.37
139,2543.81,2540.97,2360.9,2456.48,2567.58,2164.36
140,2464.68,2474.95,2247.69,2372.14,2518.16,2120.84
141,2627.15,2620.07,2398.38,2494.24,2660.06,2243.3
142,2525.26,2533.61,2297.54,2399.86,2543.32,2128.21
143,2482.38,2492.1,2255.68,2365.12,2508.07,2095.3
144,2589.14,2576.83,2400.36,2473.89,2622.55,2213.02
145,2497.29,2499.84,2271.43,2362.59,2497.55,2088.96
146,2540.73,2540.2,2317.76,2446.16,2596.85,2219.9
147,2582.9,2592.3,2353.08,2458.84,2612.36,2194.45
148,2446.77,2446.35,2231.66,2346.39,2501.85,2066.86
149,2578.82,2572.11,2341.17,2454.19,2598.01,2203.47
150,2527.51,2520.84,2321.46,2411.3,2548.47,2117.51
151,2522.57,2537.64,2269.15,2390.25,2539.5,2131.13
152,2620.09,2613.18,2423.76,2525.45,2651.75,6704.04
153,2496.6,2506.55,2265.7,2371.34,2498.04,2077.58
154,2501.44,2506.19,2300.65,2405.64,2547.05,2115.46
155,2562.78,2573.32,2368.02,2487.11,2599.04,2182.91
156,2461.48,2470.49,2242.85,2352.05,2513.87,2097.32
157,2609.94,2614.27,2385.75,2480.44,2630.12,2229.26
158,2536.9,2540.5,2321.16,2409.79,2572.37,2143.25
159,2469.37,2488.72,2226.82,2348.07,2486.23,2080.07
160,3953.92,3939.85,3825.17,3810.18,4026.18,4408.89
161,4001.84,3996.9,3926.62,3801.46,4025.5,3283.17
162,3970.35,3939.56,3847.91,3786.54,3960.82,3214.35
163,2176.15,2171.36,2070.28,2124.7,2196.47,3156.16
164,2051.79,2063.71,1953.41,1965.36,2090.71,1781.06
165,2119.12,2136.53,2025.07,2061.08,2142.13,1877.06
166,2103.14,2102.71,2035.48,2046.71,2138.52,1819.78
167,2048.95,2057.12,1966.4,1992.21,2049.44,1803.43
168,2180.95,2187.77,2091.12,2103.61,2217.79,1883.3
169,2075.57,2095.9,1941.51,1992.85,2075.65,1802.88
170,2056.13,2071.51,1966.98,1987.2,2087.66,1781.44
171,2141.56,2144.16,2040.28,2076.56,2145.72,1880.84
172,2022.42,2050.28,1924.44,1970.46,2057.12,3586.78
173,2142.83,2155.72,2030.25,2068.74,2147.74,1880.32
174,2109.84,2119.11,2014.84,2037.78,2152.49,1814.94
175,2033.62,2049.8,1917.91,1958.74,2040.06,1772.01
176,2132,2147.6,2059.05,2076.78,2170.88,1859.9
177,2064.83,2086.24,1983.61,1998.2,2068.38,1801.45
178,2064.77,2074.7,1985,2009.23,2105.34,1814.3
179,2165.41,2174.37,2062.13,2099.35,2169.61,1905.4
180,2027.59,2040.86,1927.39,1950.92,2069.07,1764.99
181,2095.78,2119.92,1995.98,2030.58,2111.27,1849.61
182,2092.73,2113.61,2012.14,2047.94,2128.22,1831.37
183,2026.67,2057.81,1927.56,1960.82,2019.53,1784.18
184,2140.66,2154.38,2067.63,2070.77,2178.82,3820.84
185,2075.49,2109.94,1964.23,1993.01,2079.74,1808.34
186,2013.08,2039.88,1927.13,1961.84,2053.66,1737.96
187,2131.5,2140.03,2027.89,2062.7,2131.04,1868.69
188,2011.4,2042.71,1925.05,1961.7,2036.7,1748.66
189,2100.1,2120.69,1993.74,2034.78,2106.77,1855.96
190,2111.08,2136.63,2017.81,2046.88,2141.73,1860.04
191,2019.57,2035.74,1902.33,1946.52,2026.78,1769.04
192,2112.12,2123.01,2041.04,2060.15,2149.79,1845.9
193,2060.71,2108.2,1980.98,2011.53,2059.41,1810.52
194,2025.64,2056.58,1960.13,1983.25,2068.37,1793.96
195,2160.37,2173.15,2064.68,2093.02,2156.99,1899.54
196,2032.43,2044.55,1937.23,1965.95,2069.58,1780.44
197,2077.14,2104.71,1977.88,2005.16,2089.91,1830.54
198,2110.24,2125.69,2032.8,2073.81,2138.5,1836.73
199,2026.03,2047.8,1916.9,1964.54,2019.7,1765.91
200,2139.31,2147.17,2052.75,2076.36,2173.6,1861.34
201,2101.13,2121.88,1982.68,2026.67,2102.98,1831.29
202,2009.57,2045.36,1916.75,1958.2,2057.97,1769.81
203,2146.36,2163.44,2040.64,2079.43,2147.39,1887.49
204,2026.63,2050.14,1931.72,1985.01,2055,1782.28
205,2096.67,2115.83,1977.9,2015.63,2097.46,1835.81
206,2131.46,2161.83,2045.95,2067.38,2176.09,1890.37
207,2025.9,2057.31,1919.05,1966.88,2036.06,1769.19
208,2099.67,2117.43,2025.55,2060.37,2154.68,3745.5
209,2076.5,2115.65,1993.91,2027.18,2088.04,1818.25
210,2023.71,2039.92,1946.16,1990.94,2059.39,1770.86
211,2185.8,2192.63,2063.37,2101.7,2180.18,1916.08
212,2035.56,2063.46,1936.93,1982.61,2078.73,1775.08
213,2061.7,2080.52,1949,1995.23,2075.03,1798.1
214,2124.13,2150.96,2048.5,2094.49,2156.5,1859.09
215,2042.6,2055.7,1927.67,1969.03,2029.35,1786.71
216,2121.84,2133.19,2036.07,2071.36,2163.74,1878.66
217,2116.88,2134.15,1998.91,2035.33,2121.19,1846.29
218,2015.76,2038.76,1926.33,1967.28,2059.33,1767.04
219,2146.28,2164.12,2050.32,2073.37,2155.44,1887.91
220,2035.11,2062.63,1959.37,2024.53,2091.28,1790.97
221,2067.87,2092.76,1968.57,2015.13,2078.52,1824.93
222,2156.49,2193.53,2079.26,2100.82,2187.6,1903.51
223,2030.38,2060.34,1923.75,1965.96,2042.05,1773.99
224,2089.42,2115.28,1994.64,2044.99,2134.32,1824.87
225,2094.79,2129.56,2009.67,2043.65,2105.53,1839.72
226,2028.69,2051.24,1937.73,1992.6,2054.67,1798.17
227,2175.01,2186.97,2064.57,2110.57,2185,1917.81
228,2054.98,2079.99,1969.04,2007.59,2098.57,1808.91
229,2053.89,2089.18,1948.4,1990.02,2075.53,1803.86
230,2125.71,2143.68,2061.42,2098.47,2173.35,1864.31
231,2042.29,2050.12,1935.53,1972.19,2037.03,1785.6
232,2112.27,2107.7,2010.11,2058.29,2132.83,1858.94
233,2132.12,2156.61,2031.3,2061.23,2140.13,1866.42
234,2011.25,2043.24,1917.59,1961.95,2065.11,1765.23
235,2152.8,2179.17,2044.08,2080.97,2160.23,1904.32
236,2060.4,2090.43,1985.47,2040.24,2107.68,1822.57
237,2068.92,2088.38,1961.56,2002.5,2069.46,1815.99
238,2158.77,2185.87,2085.34,2113.29,2194.44,1912.47
239,2068.23,2088.6,1934.23,1980.26,2072.59,1800.29
240,2073.83,2100.35,2002.27,2027.34,2120.46,1802.29
241,2122.85,2146.82,2037.85,2068.6,2128.38,1858.98
242,2009.42,2042.22,1939.92,1982.6,2051.51,3649.56
243,2162.32,2188.17,2069.02,2098.03,2171.96,1894.96
244,2074.16,2110.42,1994.94,2027,2132.96,1768.43
245,2033.9,2068.83,1938.71,1982.05,2061.04,1690.99
246,2122.19,2144.69,2058.52,2098.37,2178.2,1825.64
247,2046.65,2067.92,1945.33,1984.76,2055.9,1686.84
248,2085.07,2116.58,2003.84,2053.12,2139.99,1813.33
249,2140.62,2182.15,2042.5,2078.9,2159.82,1837.73
250,2006.08,2030.55,1918.36,1972.86,2068.99,1745.34
251,2128.63,2157.5,2030.23,2069.45,2152.15,1834.76
252,2057.23,2087.75,1997.26,2054.75,2120.8,1812.24
253,2046.24,2064.31,1948.83,1990.76,2053.3,1777.79
254,2155.01,2183.95,2077.37,2106.29,2190.51,1909.15
255,2056.25,2080.9,1951.56,1990.76,2069.92,1763.56
256,2047.97,2082.82,1966.81,2015.77,2109.11,1817.55
257,2127.72,2153.83,2044.33,2082.08,2150.83,1842.9
258,2007.43,2032.68,1925.59,1985.47,2059.23,1775.08
259,2130.87,2159.44,2037.01,2071.74,2155.27,1881.61
260,2080.07,2118.03,2000.84,2043.57,2147.33,1836.4
261,2031.87,2058.31,1929.8,1966.13,2048.96,1748.75
262,2132.83,2153.86,2057.97,2092.31,2181.64,1892.03
263,2058.35,2084.35,1959.04,1999.58,2067.89,1772.5
264,2043.82,2079.17,1973.36,2018.66,2105.67,1827.01
265,2183.76,2202.69,2077.13,2112.21,2181.3,1904.41
266,2015.53,2042.76,1937.48,1964.76,2075.02,1773.07
267,2118.38,2147.35,2016.46,2048.65,2134.63,1818.82
268,2082.48,2084.33,2011.36,2053.78,2127.72,1835.51
269,2056.53,2070.09,1945.51,1976.4,2060.25,1786.01
270,2150.3,2162.33,2081.7,2098.58,2196.72,1906.89
271,2095.5,2110.2,1971.25,2013.81,2102.74,1780.83
272,2041.17,2060.81,1970.51,1999.93,2098.94,1801.8
273,2293.14,2297.41,2215.8,2227.39,2313.46,1989.47
274,2161.75,2173.81,2103.14,2124.03,2203.06,1900.25
275,2255.66,2277.96,2161.13,2193.44,2266.48,1958.53
276,2068.9,2091.89,1998.52,2022.07,2118.09,1832.83
277,2000.93,2019.71,1892.43,1930.37,2017.21,3482.4
278,2109.58,2124.98,2040.28,2057.98,2141.37,1866.72
279,2047.6,2060.98,1959.65,1987.34,2053.69,1758.04
280,2011.73,2031.95,1937.69,1972.39,2052.91,1786.56
281,2150.58,2167.4,2059.46,2078.66,2161.78,1887.76
282,2010.04,2011.65,1924.93,1943.53,2047.18,1757.47
283,2072.16,2083.13,1972.53,2002.66,2075.86,1790.64
284,2069.7,2082.45,2007.55,2032.89,2108.69,1831.69
285,2000.74,2027.27,1902.53,1946.38,2006.73,1743.33
286,2106.76,2119.18,2038.92,2055.38,2141.47,1880.82
287,2055.04,2060.08,1958.68,1996.44,2071.68,1781.73
288,1991.56,2010.71,1908.76,1937.24,2044.01,1759.33
289,2119.7,2128.68,2036.02,2064.36,2133.24,1836.09
290,1994.42,2014.37,1932.1,1966.63,2049.37,1761.47
291,2080.51,2116.71,1980.2,2009.3,2097.61,1780.23
292,2081.2,2090.26,2029.95,2036.74,2135.98,1843.16
293,2017,2038.47,1919.3,1952.07,2042.97,1730.7
294,2091,2112.42,2031.7,2056.99,2143.71,1859.91
295,2046.08,2088.3,1963.16,1987.4,2082.4,1756.68
296,1991.65,2024.73,1914.32,1954.83,2060.41,1762.65
297,2155.88,2172.77,2060.52,2086.97,2170.38,1855.83
298,2005.61,2024.54,1941.09,1974.23,2069.35,1769.22
299,2047.18,2053.5,1951.84,1997.86,2068.24,3588.7
300,2100.22,2102.46,2034.62,2064.16,2145.43,1843.04
301,2016.88,2046.88,1908.3,1958.64,2027.56,1743.2
302,2105.6,2121.74,2033.98,2060.78,2142.27,1857.38
303,2076.02,2101.58,1983.21,2017.26,2093.36,1777.54
304,1974.06,2001.77,1902.69,1938.87,2037.04,1744.43
305,2136.55,2154.88,2049.16,2082.11,2160.64,1854.65
306,2021.51,2034.1,1946.89,1983.73,2072.44,1771.32
307,2074.56,2091.79,1971.49,2014.92,2096.63,1796.48
308,2125.61,2137.25,2064.95,2087.9,2174.55,1880.15
309,2017.11,2040.2,1912.62,1966.2,2036.4,1740.4
310,2065.45,2075.61,2004.58,2029.82,2126.77,1835.08
311,2064.19,2094.41,1985.78,2013.07,2095.7,1794.2
312,1994.58,2026.1,1919.55,1954.32,2054.99,1773.67
313,2163.63,2180.66,2070.63,2095.75,2169.9,3785.89
314,2039.98,2064.84,1970.37,1996.8,2099.73,1791.13
315,2039.57,2072.03,1948.24,1979.87,2060.67,1745.54
316,2114.04,2132.83,2053.74,2075.98,2169.31,1868.66
317,2025.47,2055.18,1928,1967.31,2044.29,1745.94
318,2086.81,2103.53,2018.91,2054.26,2133.7,1847.96
319,2082.24,2117.69,2008.54,2032.7,2110.99,1820.63
320,1998.17,2006.45,1915.03,1953.5,2052.35,1756.19
321,2131.79,2154.06,2037.44,2074.1,2159.21,1850.84
322,2046.03,2067.55,1964.77,1998.55,2083.56,1793.2
323,2035.21,2080.89,1938.1,1982.85,2063.08,1779.42
324,2145.89,2148.57,2070.07,2096.99,2181.92,1891.02
325,2035.95,2052.12,1939.12,1973.81,2051.14,1761.85
326,2050.71,2072.05,1990.72,2015.95,2110.32,1825.62
327,2086.65,2123.54,2003.49,2048.1,2117.24,1814.84
328,1991.2,2025.57,1913.65,1962.77,2054.43,1769.63
329,2162.75,2186.58,2067.08,2098.82,2173.69,3780.53
330,2045.04,2073.54,1980.73,2013.29,2106.89,1802.14
331,2023.03,2052.76,1939.38,1967.77,2046.83,1730.12
332,2109.56,2134.56,2052.59,2085.4,2170.16,1872.28
333,2032.37,2066.69,1939.12,1968.74,2048.79,1742.96
334,2066.81,2089.51,1992.32,2030.58,2117.14,1837.19
335,2125.16,2144.72,2035.8,2076.45,2143.2,1845.88
336,1986.89,2011.1,1918.15,1948.21,2067.86,1746.8
337,2120.83,2141.44,2033.3,2062.58,2154.8,1827.52
338,2047.23,2064.34,1992.1,2024.92,2111.1,1812.99
339,2032.8,2068.3,1938.64,1965.64,2064.84,3580.12
340,2142.28,2159.3,2081.81,2106.71,2185.83,1887.73
341,2034.8,2064.57,1955.1,1974.21,2066.75,1739.77
342,2038.73,2059.74,1973.71,2005.28,2102.84,1797.96
343,2110.79,2132.38,2035.31,2058.8,2146.59,1812.1
344,1991.83,2034.78,1920.99,1954.96,2058.31,1766.01
345,2142.26,2185.02,2052.32,2078.86,2157.96,1860.61
346,2069.76,2082.18,2002.8,2027.53,2116.42,1822.71
347,2015.38,2039.93,1920.71,1964.77,2044.8,1722.88
348,2137.13,2151.02,2073.06,2106.15,2177.77,1888.51
349,2031.5,2060.93,1947.16,1985.57,2057.07,1757.03
350,2052.75,2089.17,1981.87,2022.67,2111.83,1827.34
351,2157.78,2191.91,2066.29,2098.19,2175.12,1879.17
352,1995.5,2031.53,1943.19,1950.86,2062.27,1764.52
353,2107.88,2131.23,2017.86,2048.45,2133.07,1818.97
354,2065.06,2086.69,2003.65,2047.18,2114.42,1824.44
355,2043.42,2108.81,1945.42,1982.38,2055.31,1749.51
356,2160.52,2180.3,2100.78,2116.42,2213.92,1916.9
357,2081.54,2107.16,1991.75,2016.04,2100.19,1796.48
358,2038.97,2065.68,1976.41,2009.6,2108.61,1809.57
359,2128.93,2160.77,2056.92,2084.09,2160.78,1851.23
360,2013.61,2041.22,1942.49,1966.28,2075.04,1773.37
361,2138.59,2175.41,2036.18,2069.56,2158.88,1856.57
362,2084.12,2104.71,2027.53,2049.88,2127.04,1845.23
363,2016.86,2058.55,1927.64,1966.72,2038.04,1734.99
364,2131.48,2161.01,2080.6,2099.44,2179.66,1891.43
365,2058.43,2091.19,1977.27,2017.94,2086.89,1789.29
366,2037.86,2063.33,1977.64,2002.01,2106.42,1821.67
367,2179.26,2212.02,2092.66,2117.38,2206.59,1883.11
368,2025.57,2056.11,1956.02,1979.53,2077.21,1776.4
369,2086.3,2128.61,2005.32,2038.15,2114.57,1809.95
370,2093.79,2110.13,2029.23,2051.3,2134.73,1849.42
371,2022.99,2085.21,1936.96,1968.29,2046.18,1764.48
372,2145.81,2171.83,2088.1,2104.14,2197.6,1906.04
373,2076.69,2131.91,1995.01,2030.35,2100.64,1796.36
374,2017.84,2049.32,1962.12,1970.66,2080.46,1785.05
375,2153.18,2174.45,2072.14,2102.53,2185.41,1869.43
376,2038.36,2056.42,1969.15,1989.01,2089.91,1787.91
377,2114.84,2147.98,2018.18,2042.8,2138.22,1826.64
378,2121.88,2145.27,2061.43,2076.4,2172.42,1867.36
379,2031.5,2078.51,1941.64,1973.41,2051.4,1731.95
380,2128.33,2145.78,2065.92,2089.4,2178.8,1884.51
381,2082.04,2113.77,2004.09,2037.5,2110.11,1792.5
382,2037.38,2072.73,1966.18,2004.23,2092.1,1804.84
383,2187.29,2231.32,2102.87,2124.14,2192.28,1892.43
384,2048.2,2064.43,1985.95,2003.75,2092.72,1797.46
385,2091.06,2106.33,2004.15,2038.48,2124.67,1805.34
386,2125.72,2132.48,2071.48,2088.93,2174.22,1876.65
387,2037.68,2068.41,1955.87,1998.54,2067.53,1754.32
388,2155.53,2168.71,2084.34,2123.13,2203.33,1905.03
389,2098.13,2131.3,2019.64,2062.28,2129.73,1814.18
390,2026.75,2054.01,1961.59,1994.1,2089.6,1789.9
391,2165.89,2182.89,2085.43,2116.47,2193.66,1873.73
392,2052.59,2073.57,1989.05,2020.59,2105.43,1806.53
393,2103.13,2133.9,2011.47,2050.05,2133.08,1842.19
394,2162.83,2175.13,2095.39,2117.25,2208.96,1903.9
395,2038.25,2071.59,1952.87,1990.9,2072.63,1751.28
396,2128.24,2153.32,2063.64,2084.16,2187.09,1888.54
397,2093.48,2137.05,2017.81,2058.84,2137.86,1810.77
398,2040.58,2071.69,1967.65,2001.38,2101.56,1800.29
399,2183.99,2215.52,2106.2,2129.6,2209.08,1905.99
400,2072.55,2098.27,2005.5,2031.07,2127.49,1814.25
401,2081.58,2114.94,1996.09,2034.38,2110.33,1775.39
402,2161.97,2170.24,2103.25,2121.32,2205.4,1900.18
403,2058.56,2090.35,1975.17,2004.45,2085.39,1773.5
404,2143.26,2162.74,2080.5,2100.73,2192.65,1893.5
405,2127.84,2158.46,2042.39,2081.42,2150.79,1844.1
406,2028.36,2038.01,1962.42,1986.33,2087.72,1778.46
407,2175.91,2201.03,2094.15,2120.6,2196.7,1882.6
408,2076.78,2092.3,2013.82,2037.91,2130.49,1814.31
409,2102.04,2128,2000.23,2044.54,2132.43,1816.1
410,2183.7,2197.73,2122.3,2143.61,2226.81,1924.11
411,2067.95,2091.31,1987.74,2018.46,2083.82,1759.23
412,2122.12,2132.85,2052.03,2075.73,2174.23,1867.86
413,2126.04,2159.23,2055.56,2090.6,2157.61,1847.09
414,2047.4,2068.97,1973.76,2014.09,2107.75,1799.18
415,2199.28,2225.62,2126.89,2142.11,2233.07,1914.44
416,2102.25,2118.26,2029.76,2059.22,2160.99,1833.46
417,2059.51,2089.09,1980.72,2016.18,2103.82,1773.82
418,2167.45,2186.37,2115.22,2145.81,2225.67,1911.38
419,2069.77,2095.42,1991.42,2031.09,2109.24,1764.98
420,2127.08,2144.32,2067.41,2103.95,2190.02,1887.04
421,2156.32,2178.62,2079.71,2113.49,2189.39,1859.55
422,2043.14,2057.33,1986.14,2007.91,2107.27,1780.6
423,2167.63,2180.52,2088.56,2120.36,2204.9,1873.2
424,2097.98,2107.83,2043.13,2072.15,2156.48,1837.7
425,2092.64,2112.14,2006.41,2048.84,2123.79,1801.5
426,2197.64,2212.63,2134.33,2155.02,2246.54,1940.54
427,2091.55,2112.14,2006.02,2048.31,2121.87,1783.9
428,2104.44,2119.85,2048.75,2073.55,2166.84,1851.19
429,2160.9,2178.78,2091.63,2131.5,2208.14,1873.11
430,2059.08,2072.76,1985.81,2032.26,2124.34,1809.91
431,2198.22,2210.7,2120.76,2158.42,2228.75,1903.66
432,2117.73,2137.62,2053.77,2080.74,2183.37,1851.74
433,2085.22,2110.3,1994.86,2041.47,2116.19,1784.66
434,2190.43,2213.65,2145.96,2156.99,2251.23,1936.47
435,2096.69,2126.33,2022.34,2058.08,2126.56,1786.47
436,2134.5,2150.79,2068.89,2109.24,2193.57,1882.01
