LAYER_NUMBER,MEAN (E7),MEAN (E8),MEAN (E14),MEAN (E15),MEAN (13),MEAN (16)
5841,3210.25,2423.98,2212.25,2230.77,,
5842,3394.96,2548.09,2355.35,2369.44,,
5843,3299.42,2465.69,2272.81,2294.23,,
5844,3236.9,2437.44,2216.76,2263.77,,
5845,3384.24,2527.61,2352.93,2353.43,,
5846,3233.17,2398.82,2210.71,2254.87,,
5847,3408.68,2549.57,2311.48,2328.22,,
5848,3289.69,2413.33,2277.39,2295.31,,
5849,3255.48,2438.27,2202.52,2234.61,,
5850,3417.16,2561.89,2367.87,2388.16,,
5851,3288.33,2459.29,2301.31,2305.76,,
5852,3237.88,2453.37,2239.16,2253.71,,
5853,3431.97,2593.66,2388.33,2388.3,,
5854,3309.07,2433.36,2269.24,2287.85,,
5855,3359.06,2527.99,2298.44,2321.7,,
5856,3340.09,2465.37,2346.01,2348.28,,
5857,3291.69,2466.82,2269.53,2283.98,,
5858,3410.82,2559.9,2358.07,2379.03,,
5859,3355.77,2464.44,2314.07,2323.99,,
5860,3234.13,2403.78,2213.24,2252.66,,
5861,3412.04,2551.01,2370.94,2365.77,,
5862,3257.01,2430.34,2255.09,2278.02,,
5863,3338.51,2517.95,2279.68,2309.46,,
5864,3397.68,2473.95,2367.71,2360.4,,
5865,3258.53,2459.83,2245.22,2259.2,,
5866,3412.02,2552.03,2352.98,2365.53,,
5867,3301.01,2449.1,2267.98,2293.29,,
5868,3243.79,2478.02,2237.74,2272.47,,
5869,3442.48,2584.16,2371.12,2388.67,,
5870,3310.65,2435.59,2261.64,2286.51,,
5871,3285.37,2526.96,2266.35,2290.63,,
5872,3348.4,2490.82,2339.24,2345.8,,
5873,3248.71,2446.31,2252.32,2268.54,,
5874,3398.2,2575.9,2359.51,2376.85,,
5875,3334.19,2431.97,2298.54,2306.65,,
5876,3257.12,2422.64,2209.47,2247.94,,
5877,3463.2,2571.69,2390.03,2378.64,,
5878,3285.34,2446.29,2270.37,2281.42,,
5879,3290.21,2480.13,2248.47,2273.78,,
5880,3414.42,2523.71,2365.59,2375.08,,
5881,3243.97,2467.75,2253.43,2274.78,,
5882,3358.66,2529.94,2327.27,2360.83,,
5883,3292.53,2452.16,2275.03,2306.16,,
5884,3255.42,2468.76,2264.8,2276.99,,
5885,3467.11,2604.2,2378.41,2379.78,,
5886,3299.19,2455.71,2285.12,2314.77,,
5887,3304.42,2506.8,2260.63,2267.29,,
5888,3357.9,2536.97,2348.41,2376.13,,
5889,3244.54,2433.55,2232.49,2246.52,,
5890,3354.4,2547.39,2329.08,2347.49,,
5891,3324.89,2442.17,2297.1,2316.8,,
5892,3241.7,2444.67,2213.06,2250.06,,
5893,3450.82,2598.3,2394.47,2406.22,,
5894,3329.17,2482.3,2326.41,2324.83,,
5895,3295.99,2530.99,2274.1,2291.44,,
5896,3427.56,2573.01,2411.09,2415.1,,
5897,3320.05,2474.03,2279.49,2298.97,,
5898,3326.27,2529.96,2302.77,2335.35,,
5899,3397.48,2495.37,2352.02,2350.51,,
5900,3266.49,2456.95,2263.38,2263.04,,
5901,3424.84,2595.6,2375.97,2393.45,,
5902,3343.61,2463.62,2332.07,2351.15,,
5903,3270.43,2462.69,2259.9,2260.11,,
5904,3435.34,2558.24,2387.95,2417.75,,
5905,3257.61,2435.83,2236.85,2274.65,,
5906,3359.21,2565.9,2342.93,2354.77,,
5907,3443.57,2534.02,2381.31,2389.8,,
5908,3254.43,2439.91,2243.55,2278.94,,
5909,3435.41,2600.28,2372.22,2377.9,,
5910,3307.14,2441.7,2312.96,2319.74,,
5911,3218.45,2439.15,2225.66,2258.97,,
5912,3444.17,2575.4,2401.9,2416.07,,
5913,3342.21,2473.58,2308.83,2321.13,,
5914,3290,2513.41,2282.21,2310.75,,
5915,3387.83,2542.05,2356.36,2386.14,,
5916,3267.59,2474.11,2286.76,2288.03,,
5917,3440.68,2617.17,2392.17,2419.4,,
5918,3338.72,2472.77,2335.18,2342.26,,
5919,3264.66,2515.88,2247.13,2275.63,,
5920,3427.63,2584.17,2405.99,2422.4,,
5921,3284.04,2485.61,2293.32,2307.83,,
5922,3296.24,2547.96,2336.29,2343.84,,
5923,3431.57,2565.88,2391.42,2408.1,,
5924,3294.26,2489.41,2293.98,2305.05,,
5925,3443.35,2612.49,2383.52,2394.93,,
5926,3296.64,2451.72,2307.29,2331.04,,
5927,3265.73,2513.59,2267.79,2285.56,,
5928,3460.16,2614.96,2429.16,2433.53,,
5929,3314.93,2495.49,2312.49,2345.09,,
5930,3248.97,2484.71,2273.11,2310.6,,
5931,3375.51,2577.54,2380.06,2391.98,,
5932,3279.51,2459.73,2282.53,2307.65,,
5933,3431.18,2634.4,2397.63,2412.58,,
5934,3335.87,2469.08,2348.8,2366.11,,
5935,3244.46,2505.77,2260.72,2287.09,,
5936,3430.24,2593.28,2413.24,2421.4,,
5937,3359.55,2512.79,2352.22,2362.02,,
5938,3275.26,2537.02,2308.89,2312.98,,
5939,3473.43,2627.55,2433.48,2453.85,,
5940,3294.7,2506.59,2313.06,2328.8,,
5941,3367.04,2591.39,2356.29,2376.1,,
5942,3370.88,2508.77,2392.91,2388.5,,
5943,3258.71,2517.45,2303.47,2289.23,,
5944,3432.82,2608.3,2429.37,2431.68,,
5945,3348.36,2503.32,2352.98,2369.98,,
5946,3226.59,2478.49,2257.04,2298.32,,
5947,3462.93,2605.58,2431,2437.99,,
5948,3223.33,2454.02,2268.05,2287.56,,
5949,3347.08,2579.48,2341.1,2356.81,,
5950,3412.37,2542.8,2436.94,2410.22,,
5951,3202.79,2482.95,2253.76,2270.77,,
5952,3397.25,2611.38,2416.06,2447.31,,
5953,3287.65,2489.06,2331.79,2363.19,,
5954,3232.17,2546.47,2290.41,2317.8,,
5955,3443.71,2633.88,2437.13,2457,,
5956,3294.72,2489.56,2340.88,2350.16,,
5957,3308.27,2588.11,2330.32,2341.47,,
5958,3380.26,2529.26,2415.8,2412.15,,
5959,3227.88,2512.69,2293.31,2304.68,,
5960,3383.94,2647.68,2427.64,2433.84,,
5961,3313.22,2524.68,2373.03,2388.97,,
5962,3223.76,2515.45,2277.74,2307.16,,
5963,3421.26,2628.01,2420.81,2424.86,,
5964,3256.92,2503.94,2306.36,2330.85,,
5965,3282.42,2561.65,2323.71,2332.6,,
5966,3370.48,2573.27,2419,2403.17,,
5967,3220.02,2505.97,2283.97,2293.17,,
5968,3374.02,2594.49,2390.89,2412.92,,
5969,3268.04,2494.63,2300.79,2342,,
5970,3241.82,2491.92,2296.53,2313.97,,
5971,3433.33,2679.25,2466.33,2479.89,,
5972,3256.32,2499.39,2345.79,2358.73,,
5973,3257.51,2563.16,2311.47,2313.6,,
5974,3340.91,2574.08,2410.42,2414,,
5975,3229.22,2527.58,2318.83,2339,,
5976,3351.96,2646.88,2422.92,2424.21,,
5977,3357.13,2549.95,2409.38,2417.65,,
5978,3215.26,2514.75,2293.3,2311.11,,
5979,3390.71,2643.87,2406.54,2410.54,,
5980,3287.85,2540.55,2381.29,2382.11,,
5981,3221.56,2592.57,2321.84,2330.91,,
5982,3382.92,2627.87,2462.05,2463.25,,
5983,3263.57,2537.65,2340.92,2355.5,,
5984,3316.63,2607.28,2377.68,2389.48,,
5985,3357,2553.98,2412.26,2412.94,,
5986,3226.54,2546.69,2337.86,2339.14,,
5987,3432.09,2678.58,2455.29,2472.11,,
5988,3308.73,2503.85,2386.74,2387.99,,
5989,3219.86,2557.85,2298.56,2309.22,,
5990,3401.82,2616.5,2466.82,2463.66,,
5991,3157.1,2500.99,2267.51,2298.1,,
5992,3303.57,2606.68,2385.72,2395.53,,
5993,3347.12,2586.18,2421.59,2438.65,,
5994,3193.53,2515.08,2320.2,2316.04,,
5995,3377.08,2685.03,2430.46,2446.99,,
5996,3251.12,2508.95,2379.61,2369.68,,
5997,3186.3,2530.42,2293.44,2312.98,,
5998,3403.5,2637.48,2473.2,2469.65,,
5999,3286.49,2542.13,2350.79,2356.3,,
6000,3242.55,2591.12,2340.32,2348.91,,
6001,3306.48,2540.74,2413.55,2409.07,,
6002,3183.45,2536.88,2342.16,2329.49,,
6003,3338.64,2688.43,2423.66,2428.35,,
6004,3301.34,2526.03,2396.97,2383.07,,
6005,3191.11,2529.08,2288.82,2285.7,,
6006,3368.9,2645.6,2452.01,2449.52,,
6007,3237.36,2547.78,2356.15,2351.46,,
6008,3216.87,2618.76,2351.51,2353.34,,
6009,3340.11,2612.82,2442.01,2446.11,,
6010,3207.66,2541.65,2330.56,2326.27,,
6011,3315.7,2671.31,2402.8,2415.03,,
6012,3202.57,2498.78,2343.94,2361.81,,
6013,3158.78,2563.68,2321.88,2330.43,,
6014,3384.92,2691.57,2489.56,2484.32,,
6015,3252.24,2554.14,2348.63,2370.23,,
6016,3196.18,2575.78,2332.22,2340.86,,
6017,3325.39,2624.74,2415.88,2434.11,,
6018,3187.92,2544.52,2338.46,2335.87,,
6019,3329.77,2678.54,2404.48,2423.61,,
6020,3291.77,2569.36,2405.03,2400.04,,
6021,3170.04,2575.14,2316.69,2313.04,,
6022,3353.49,2667.76,2457.38,2460.69,,
6023,3254.55,2572.5,2403.05,2404.25,,
6024,3176.44,2599.96,2338.11,2339.78,,
6025,3367.31,2662.37,2474.22,2485.02,,
6026,3226.34,2560.33,2365.25,2354.13,,
6027,3270.4,2657.24,2365.1,2395.09,,
6028,3289.97,2568.17,2445.22,2415.95,,
6029,3144.72,2573.32,2309.34,2332.44,,
6030,3344.25,2706.94,2482.95,2474.59,,
6031,3243.71,2548.52,2374.68,2396.1,,
6032,3130.55,2510.28,2297.15,2313.25,,
6033,3365.03,2672.88,2473.64,2473.44,,
6034,3132.78,2526.11,2323.08,2314.68,,
6035,3256.76,2687.88,2408.4,2416.11,,
6036,3283.92,2584.43,2427.06,2428.23,,
6037,3163.81,2564.5,2315.06,2323.65,,
6038,3310.4,2681.8,2450.88,2446.99,,
6039,3230.37,2574.15,2398.81,2405.96,,
6040,3123.31,2616.53,2330.59,2338.95,,
6041,3367.36,2675.2,2498.52,2509.03,,
6042,3194.27,2549.32,2352.65,2358.28,,
6043,3214.71,2661.91,2363.75,2376.85,,
6044,3272.98,2577.36,2443.43,2425.5,,
6045,3127.54,2568.96,2323.98,2337.56,,
6046,3305.87,2708.44,2476.23,2461.35,,
6047,3269.96,2580.33,2419.66,2409.2,,
6048,3144.47,2575.68,2320.93,2336,,
6049,3361.82,2696.63,2478.31,2481.2,,
6050,3149.47,2562.3,2362.14,2355.58,,
6051,3163.5,2640.16,2380.57,2391.43,,
6052,3298.95,2624.33,2484,2452.31,,
6053,3161.31,2587.43,2327.35,2348.44,,
6054,3265.43,2669.55,2435.89,2443.17,,
6055,3175.45,2551.01,2362.13,2394.33,,
6056,3083.96,2566.16,2318.43,2329.81,,
6057,3349.9,2730.53,2491.76,2502.89,,
6058,3197.88,2562.67,2379.24,2381.5,,
6059,3162.16,2632.29,2336.4,2345.67,,
6060,3260.13,2639.1,2431,2438.09,,
6061,3077.78,2579.64,2332.65,2352.45,,
6062,3230.22,2701.22,2453.97,2452.81,,
6063,3229.72,2595.79,2378.29,2393.39,,
6064,3106.05,2582.05,2309.43,2326.11,,
6065,3346.4,2708.01,2479.88,2485.36,,
6066,3166.35,2584.47,2403.57,2382.24,,
6067,3133.72,2651.58,2359.06,2373.91,,
6068,3287.82,2652.29,2486.6,2476.17,,
6069,3185.98,2591.42,2358.73,2356.17,,
6070,3258,2671.18,2428.45,2425.52,,
6071,3219.38,2613.9,2443.77,2442.47,,
6072,3074.63,2571.31,2339.47,2340.75,,
6073,3281.95,2745.14,2474.43,2485.01,,
6074,3220.47,2581.87,2394.02,2382.46,,
6075,3123.85,2616.03,2332,2356.08,,
6076,3290.04,2679.72,2479.33,2469.16,,
6077,3102.24,2582.17,2330.16,2357.74,,
6078,3209.34,2677.27,2426.37,2421.7,,
6079,3276.27,2622.19,2417.46,2429.97,,
6080,3144.19,2589.59,2353.78,2358.6,,
6081,3303.3,2737.2,2477.94,2488.09,,
6082,3191.4,2592.07,2441.4,2423.32,,
6083,3108.33,2643.76,2377.57,2374.41,,
6084,3346.53,2728.73,2543.77,2525.89,,
6085,3218.56,2601.06,2393.41,2389.89,,
6086,3211.55,2669.45,2421.59,2421.71,,
6087,3278.15,2643.22,2477.44,2471.73,,
6088,3111.02,2617.13,2376.92,2375.49,,
6089,3307.99,2749.5,2505.61,2523.23,,
6090,3269.65,2615.12,2472.74,2438.62,,
6091,3132.53,2630.33,2358.11,2368.4,,
6092,3336.03,2713.35,2537.26,2526.18,,
6093,3121.61,2590.87,2393.07,2399.27,,
6094,3151.55,2693.74,2428.6,2419.31,,
6095,3309.13,2703.39,2520.52,2512.66,,
6096,3170.15,2603.49,2396.15,2388.3,,
6097,3322.74,2756.74,2488.68,2489.7,,
6098,3191.63,2631.38,2457.95,2448.37,,
6099,3108.92,2651.22,2382.94,2398.98,,
6100,3333.33,2769.68,2565.21,2558.47,,
6101,3225.19,2631.19,2443.75,2446.59,,
6102,3210.02,2679.81,2440.64,2439.34,,
6103,3273.79,2709.59,2492.1,2498.71,,
6104,3126.13,2652.69,2426.15,2408.47,,
6105,3281.37,2784.04,2521.17,2536.14,,
6106,3235.9,2656.36,2441,2438.29,,
6107,3174.1,2668.92,2384.46,2392.08,,
6108,3369.08,2774.52,2572.05,2556.97,,
6109,3216.13,2659.05,2482.72,2469.33,,
6110,3163.82,2718.66,2450.7,2436.82,,
6111,3311.33,2749.97,2538.31,2533.39,,
6112,3202.76,2660.64,2460.13,2446.36,,
6113,3304.22,2785.65,2515.76,2520.71,,
6114,3268.39,2678.73,2547.06,2514.74,,
6115,3130.04,2708.44,2435.06,2429.1,,
6116,3326.53,2814.8,2584.66,2569.25,,
6117,3283.03,2678.21,2479.73,2482.77,,
6118,3171.5,2684.07,2433.07,2430.8,,
6119,3345.46,2767.53,2570.13,2562.67,,
6120,3112.01,2650.9,2432.53,2422.82,,
6121,3238.99,2801.89,2523.53,2528.55,,
6122,3232.82,2707.97,2496.94,2478.36,,
6123,3212.87,2687.55,2433.22,2428.24,,
6124,3356.81,2826.08,2576.05,2571.23,,
6125,3227.33,2703.34,2526.05,2511.71,,
6126,3145.69,2714.64,2465.81,2451.55,,
6127,3383.99,2846.44,2602.14,2605.2,,
6128,3269.63,2675.26,2479.36,2473.62,,
6129,3324.44,2828.75,2516.27,2522.88,,
6130,3307.01,2729.55,2591.24,2553.03,,
6131,3140.11,2693.79,2459.32,2455.32,,
6132,3321.97,2859.8,2613.49,2590.19,,
6133,3287.2,2747.41,2545.77,2540.07,,
6134,3202.17,2726.85,2474.19,2457.2,,
6135,3395.28,2828.84,2612.05,2602.75,,
6136,3151.05,2685.2,2475.6,2459.36,,
6137,3229.78,2813.65,2525.71,2526.74,,
6138,3332.21,2790.86,2612.87,2579.59,,
6139,3237.53,2722.36,2472.39,2465.69,,
6140,3353.84,2843.5,2594.88,2586.09,,
6141,3223.24,2720.32,2536.35,2534.88,,
6142,3134.8,2769.63,2482.59,2480.86,,
6143,3376.13,2889.8,2661.92,2645.71,,
6144,3277.88,2733.51,2519.44,2522.19,,
6145,3254,2807.82,2502.56,2495.2,,
6146,3329.46,2790.33,2612.17,2586.08,,
6147,3165.24,2742.57,2490.28,2492.53,,
6148,3305.24,2881.72,2627.96,2591.88,,
6149,3295.47,2772.8,2530.22,2534.41,,
6150,3205.15,2759.71,2489.75,2472.39,,
6151,3396.64,2883.46,2654.44,2626.61,,
6152,3182.03,2724.06,2536.13,2508.75,,
6153,3194.16,2810.18,2539.44,2532.25,,
6154,3349.11,2853.4,2652.21,2608.62,,
6155,3263.97,2765.88,2533.17,2516.89,,
6156,3323.29,2860.01,2604.39,2598.98,,
6157,3334.77,2798.85,2613.99,2592.78,,
6158,3138.47,2764.5,2516.66,2496.04,,
6159,3388.39,2940.75,2683.86,2668.73,,
6160,3303.57,2759.62,2549.46,2529.82,,
6161,3227.91,2814.6,2532.12,2524.24,,
6162,3364,2852.31,2666.56,2642.69,,
6163,3154.72,2765.86,2536.33,2513.91,,
6164,3268.71,2895.81,2627.88,2598.43,,
6165,3335.06,2852.81,2635.25,2609.17,,
6166,3225.77,2775.76,2510.59,2512.18,,
6167,3401.34,2939.21,2662.44,2645.68,,
6168,3237.1,2787.59,2596.81,2564.38,,
6169,3182.08,2839.36,2540.09,2533.85,,
6170,3349.38,2914.59,2679.58,2640.01,,
6171,3269.68,2802.66,2561.18,2548.41,,
6172,3277.63,2861.56,2598.76,2584.87,,
6173,3348.07,2861.39,2647.22,2628.86,,
6174,3139.89,2812.75,2547.23,2514.79,,
6175,3362.41,2968.3,2690.31,2673.59,,
6176,3310.88,2816.18,2637.33,2597.66,,
6177,3245.96,2839.98,2560.8,2540.96,,
6178,3379.72,2911.56,2694.49,2656.39,,
6179,3157.52,2796.79,2539.36,2523.42,,
6180,3219.57,2922.81,2613.87,2584.84,,
6181,3346.94,2924.7,2696.56,2669.64,,
6182,3242.62,2814.12,2583.52,2553.96,,
6183,3415.5,2967.19,2711.47,2679.24,,
6184,3246.29,2810.21,2639.25,2615.87,,
6185,3172.15,2874.27,2564.3,2548.56,,
6186,3381.22,2986.07,2754.54,2706.06,,
6187,3335.2,2839.57,2612.51,2586.23,,
6188,3290.74,2900.97,2632.89,2611.47,,
6189,3392.47,2914.4,2711.53,2681.52,,
6190,3155.06,2826.9,2583.8,2550.24,,
6191,3316.14,3019.98,2715.81,2705.08,,
6192,3309.4,2862.35,2648.61,2625.17,,
6193,3245.28,2870.08,2584.77,2561,,
6194,3413.4,2978.66,2754.29,2714.92,,
6195,3227.02,2842.01,2618.18,2589.19,,
6196,3203.35,2922.45,2625.49,2584,,
6197,3393.58,2985.79,2711.17,2691.02,,
6198,3274.76,2851.04,2631.42,2590.29,,
6199,3394.88,2988.54,2720.53,2692.46,,
6200,3304.51,2890.83,2729.51,2669,,
6201,3160.52,2890.9,2606.6,2585.15,,
6202,3361.76,3048.94,2771.3,2730.4,,
6203,3300.11,2860.18,2645.93,2615.46,,
6204,3256.08,2935.65,2644.91,2613.09,,
6205,3427.23,2967.97,2774.05,2721.92,,
6206,3184.99,2850.27,2639.58,2574.79,,
6207,3297.38,3044.18,2718.48,2698.96,,
6208,3332.24,2967.38,2749.01,2687.07,,
6209,3256.44,2892.43,2600.45,2590.3,,
6210,3415.56,3001.65,2775.54,2729.41,,
6211,3247.38,2876.52,2675.66,2637.33,,
6212,3174.68,2909.69,2643.82,2615.27,,
6213,3368.93,3035.33,2777.76,2741.75,,
6214,3300.3,2884.54,2663.32,2627.1,,
6215,3372.11,2987.35,2714.24,2689.8,,
6216,3332.45,2938.38,2741.88,2697.89,,
6217,3182.18,2906.35,2640.86,2590.46,,
6218,3366.14,3084.2,2803.12,2758.68,,
6219,3338.75,2926.33,2703.75,2670.42,,
6220,3213.12,2952.93,2652.83,2615.07,,
6221,3390.46,3033.22,2791.25,2754.42,,
6222,3154.39,2891.06,2668.22,2620.25,,
6223,3272.43,3039.31,2737.02,2697.79,,
6224,3352.18,3006.47,2786.38,2740.43,,
6225,3262.2,2917.3,2682.64,2634.8,,
6226,3412.3,3048.98,2830.84,2783.62,,
6227,3266.27,2939.51,2736.98,2696.16,,
6228,3156.27,2959.81,2664.29,2626.02,,
6229,3378.7,3122.95,2834.27,2790.17,,
6230,3298.82,2950.81,2739.34,2679.44,,
6231,3285.95,3004.39,2716.01,2679.36,,
6232,3339.52,3029.57,2800.6,2742.91,,
6233,3160.45,2921.51,2666.66,2628.05,,
6234,3320.44,3130.23,2830.36,2775.18,,
6235,3341.78,3015.78,2788.39,2747.41,,
6236,3218.95,2958,2692.95,2657.39,,
6237,3430.62,3093.89,2848.27,2799.74,,
6238,3195.73,2946.08,2722.56,2679.47,,
6239,3255.01,3066.05,2758.61,2721.05,,
6240,3378.38,3095.18,2863.52,2798.92,,
6241,3259.09,2988.66,2734.46,2689.39,,
6242,3365.18,3083.72,2843.67,2793.63,,
6243,3313.45,3010.91,2795.86,2747.66,,
6244,3147.43,3017.41,2700.02,2655.7,,
6245,3369.66,3186.08,2869.79,2822.04,,
6246,3298.57,2994.12,2792.56,2735.96,,
6247,3312.17,3052.04,2776.67,2743.28,,
6248,3379.06,3058.55,2873.25,2811.91,,
6249,3190.28,2985.76,2737.37,2688.72,,
6250,3316.23,3165.69,2860.99,2810.94,,
6251,3326.28,3099.61,2851.87,2804.03,,
6252,3230.79,2999.57,2750.6,2708.38,,
6253,3405.75,3141.23,2897.33,2833.95,,
6254,3226.04,2995.91,2794.05,2724.6,,
6255,3211.64,3055.21,2761.93,2712.47,,
6256,3362.61,3144.79,2899.8,2832.24,,
6257,3286.63,2995.3,2781.53,2725.28,,
6258,3339.31,3113.44,2873.18,2801.5,,
6259,3314.66,3054.67,2835.84,2774.09,,
6260,3176.66,3043.78,2768.87,2701.03,,
6261,3358.26,3223.98,2912.93,2861.63,,
6262,3289.91,3045.54,2846.3,2783.98,,
6263,3265.47,3084.28,2814.21,2746.16,,
6264,3369.88,3129.69,2929.97,2843.69,,
6265,3173.49,3029.58,2775.28,2719.14,,
6266,3247.08,3194.05,2852.1,2787.05,,
6267,3362.34,3181.09,2938.86,2863.6,,
6268,3236.02,3035.52,2819.6,2742.58,,
6269,3407.77,3187.3,2944.83,2869.94,,
6270,3219.73,3048.94,2857.63,2777.73,,
6271,3165.61,3082.65,2795.87,2736.13,,
6272,3358.56,3253.23,2979.74,2889.56,,
6273,3300.03,3061.98,2861.5,2779.23,,
6274,3276.5,3155.94,2886.21,2813.04,,
6275,3323.32,3154.72,2889.7,2815.72,,
6276,3148.64,3053.93,2791.84,2721.91,,
6277,3320.64,3265.97,2942.98,2875.76,,
6278,3312.91,3120.47,2946.92,2847.01,,
6279,3220.4,3099.81,2834.84,2758.14,,
6280,3382.08,3205.72,2996.85,2913.01,,
6281,3179.33,3057.3,2829.26,2754.81,,
6282,3198.15,3185.79,2865.39,2796.35,,
6283,3385.18,3236.01,2995.93,2927,,
6284,3256.69,3098.95,2898.17,2798.06,,
6285,3360.87,3220.84,2990.47,2900.56,,
6286,3254.75,3111.81,2937.31,2846.34,,
6287,3162.19,3145.37,2824.25,2758.03,,
6288,3346.84,3322.33,3032.78,2931.02,,
6289,3314.26,3142.2,2936.29,2834.77,,
6290,3268.94,3207.37,2914.26,2821.84,,
6291,3342.74,3198.33,2988.74,2893.35,,
6292,3139.26,3077.49,2842.88,2756.75,,
6293,3281.76,3284.91,2957.65,2888.22,,
6294,3306.69,3205.2,2985.15,2875.49,,
6295,3238.35,3119.07,2898.9,2789.87,,
6296,3367.2,3272.42,3054.54,2949.41,,
6297,3241.67,3101.65,2918.7,2835.67,,
6298,3181.24,3179.46,2891.38,2812.62,,
6299,3354.7,3296.79,3023.05,2946.99,,
6300,3225.45,3111.22,2943.78,2831,,
6301,3294.85,3241.75,2979.59,2889.89,,
6302,3256.62,3144.69,2949.74,2853.5,,
6303,3150.62,3127.14,2829.46,2758.28,,
6304,3333.67,3337.38,3049.65,2950.02,,
6305,3292.31,3157.59,2972.41,2872.08,,
6306,3238.69,3199.64,2945.97,2841.6,,
6307,3393.95,3261.23,3056.4,2935.67,,
6308,3152.57,3133.13,2876.45,2778.88,,
6309,3261.81,3327.24,2965.69,2873.83,,
6310,3341.06,3272.04,3040.56,2931.65,,
6311,3238.95,3154.19,2929.09,2817.62,,
6312,3354.96,3273.17,3073.11,2952.62,,
6313,3209.98,3149.17,2939.7,2843.6,,
6314,3136.26,3191.55,2890.78,2791.18,,
6315,3352.85,3361.72,3063.1,2968.31,,
6316,3246.65,3171.53,2974.95,2846.63,,
6317,3292.16,3291.23,3006.95,2882.72,,
6318,3262.84,3250.47,2992.08,2870.68,,
6319,3145.35,3171.2,2870.15,2777.47,,
6320,3312.16,3403.99,3052.25,2942.2,,
6321,3292.35,3229.14,3018.79,2902.29,,
6322,3194.07,3235.86,2929.55,2834.26,,
6323,3355.6,3329.63,3066.69,2965.83,,
6324,3132.77,3143.87,2884.61,2796.09,,
6325,3204.8,3319.85,2952.13,2864.72,,
6326,3309.54,3319.61,3055.03,2953.81,,
6327,3234,3187.81,2967.5,2851.22,,
6328,3322.75,3331.46,3082.46,2970.88,,
6329,3235.31,3197.84,2957,2865.47,,
6330,3180.7,3235.86,2880.11,2793.78,,
6331,3389.68,3411.03,3055.83,2968.08,,
6332,3320.87,3208.17,2983.27,2872.53,,
6333,3332.7,3253.32,2982,2883.97,,
6334,3379.03,3256.49,3037.53,2946.27,,
6335,3231.03,3163.95,2880.02,2803.04,,
6336,3351.31,3363.13,3023.29,2934.61,,
6337,3362.46,3279.17,3023.25,2912.04,,
6338,3267.21,3194.8,2943.02,2842.7,,
6339,3464.1,3331.58,3105.52,2995.79,,
6340,3283.09,3178.37,2950.62,2856.36,,
6341,3269.18,3247.32,2920.62,2835.85,,
6342,3385.01,3322.39,3062.69,2967.78,,
6343,3327.52,3187.71,2989.45,2865.49,,
6344,3372.17,3303.82,3040.61,2932.36,,
6345,3330.83,3186.46,2970.22,2878.46,,
6346,3211.5,3202.48,2894.23,2812.74,,
6347,3403.16,3392.6,3074.11,2985.72,,
6348,3310.13,3193.74,2999.23,2901.65,,
6349,3283.69,3250.08,2952.48,2853.34,,
6350,3409.58,3288.46,3091.81,2985.4,,
6351,3214.54,3142.56,2876.42,2800.47,,
6352,3300.29,3324.29,2989.31,2905.53,,
6353,3344.18,3291.82,3029.98,2927.06,,
6354,3217.15,3163.86,2946.01,2830.24,,
6355,3427.73,3319.98,3094.9,2980.92,,
6356,3237.03,3187.78,2953.56,2847.78,,
6357,3197.52,3254.04,2893.83,2817.24,,
6358,3365.51,3370.6,3089.24,2979.5,,
6359,3294.26,3202.91,2985.54,2871.15,,
6360,3285.84,3240.53,3015.93,2901.24,,
6361,3315.59,3228.46,3004.17,2908.29,,
6362,3170.04,3175.25,2887.59,2795.99,,
6363,3357.6,3381.38,3061.56,2965.38,,
6364,3296.2,3214.08,3020.96,2904.4,,
6365,3254.03,3207.18,2947.83,2838.81,,
6366,3369.82,3284.01,3090.86,2979.63,,
6367,3209.7,3145.61,2907.67,2829.43,,
6368,3237.86,3270.36,2975.45,2883.82,,
6369,3312.37,3313.1,3011.61,2938.4,,
6370,3245.85,3183.37,2966.78,2866.43,,
6371,3360.27,3316.31,3068.91,2961.58,,
6372,3220.6,3195.98,2967.43,2866.93,,
6373,3153.4,3233.54,2894.32,2804.91,,
6374,3332.86,3389.03,3059.91,2968.63,,
6375,3251.87,3200.3,2982.83,2875.63,,
6376,3239.58,3261.47,2992.81,2893.94,,
6377,3317.35,3281.67,3042.13,2936.77,,
6378,3137.15,3171.53,2898.28,2807.52,,
6379,3276.8,3338.78,3010.55,2929.32,,
6380,3236.44,3269.11,2999.42,2890.55,,
6381,3159.3,3174.19,2894.59,2797.42,,
6382,3311.85,3286.01,3068.97,2943.71,,
6383,3181.38,3178.88,2917.22,2831.06,,
6384,3198.26,3254.36,2949.35,2860.58,,
6385,3298.77,3369.29,3035.75,2945.26,,
6386,3171.38,3168.69,2949.83,2848.3,,
6387,3293.02,3304.17,3046.07,2946.61,,
6388,3205.17,3201.41,2974.24,2881.78,,
6389,3133.85,3215.83,2887.7,2795.86,,
6390,3308.13,3410.91,3081.03,2976.29,,
6391,3210.06,3221.89,2964.61,2865.12,,
6392,3203.05,3237.91,2977.76,2881.22,,
6393,3320.62,3303.61,3062.01,2960.14,,
6394,3120.6,3162.84,2895.05,2811.49,,
6395,3249.73,3356.84,3000.75,2917.18,,
6396,3231.91,3293.74,3022.24,2914.82,,
6397,3179.06,3221.8,2949.76,2843.81,,
6398,3308.67,3314.42,3093.17,2976.93,,
6399,3185.86,3195.4,2950.01,2874.8,,
